Unnamed: 0,nom,desc,accroche,visuel,producteur,contenance,deg_alcool,pays,region,appellation,millesime,accords,gout,caractere,couleur,temp_serv,type_produit,bio,prix,reco1,reco2,reco3,reco4,local_visuel
2873,Gevrey-Chambertin 2022 -  Domaine Thierry Mortet,"Les vignes âgées de 20 à 70 ans, épanouies dans le terroir argilo-calcaire de la Côte de Nuits, confèrent à ce vin toute sa richesse. Son élevage pendant 11 mois en fût de chêne, dont 30 de fûts neufs, lui offre une belle matière, une profondeur et une souplesse remarquables ! Lors de la dégustation, les arômes de fruits rouges et noirs envoûtent les sens, tandis que la finale pleine et équilibrée ravit le palais...","Un vin d'exception, emplis d'élégance et de profondeur !",89645-fine_default/gevrey-chambertin-2022-domaine-thierry-mortet.png,Domaine Thierry Mortet,0.75,13.0,France,Bourgogne,Gevrey Chambertin,2022,"['Apéritif', 'Viande rouge', 'Volaille', 'Barbecue', 'Fromage']","Belle matière, profondeur et souplesse, finale pleine et équilibrée",Rouge Léger et fruité,Rouge,16-17°C,Vin,['Certifié Eurofeuille'],55.5,Clos Junet 2022,Moulin à Vent Bio 2022 - Domaine Richard Rottiers,Aloxe Corton 2022 - Domaine Chevalier Père et Fils,Le Boutenac des Demoiselles 2022 - Cellier des Demoiselles,images/02875.png
2874,Sol de Sol Chardonnay 2023 - Aquitania,"La qualité des raisins de ce terroir est unique et offre des vins complexes et élégants, laissant s'exprimer la minéralité du sol volcanique et la fraîcheur de son climat. Sol de Sol en est la parfaite représentation, par sa robe intensément dorée, mais également pour ses arômes envoûtants de pommes et de figues fraîches, complétés par des notes d'olives et de noisettes grillées. Frais avec une longue finale fruitée et minérale, aux subtiles saveurs boisées, il détient une aptitude de vieillissement rare pour les vins blancs chilien.",Découvrez le Sol de Sol Chardonnay d'Aquitania : une invitation à la fraîcheur et à l'élégance.,90097-fine_default/sol-de-sol-chardonnay-2023-aquitania.png,Aquitania,0.75,13.5,Chili,Valle del Malleco,,2023,"['Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Cuisine du monde', 'Fromage']",Frais avec une longue finale fruitée-minérale.,Blanc Sec souple et fruité,Blanc,10-12°C,Vin,,27.9,Saint Aubin 1er Cru - Sur Gamay 2023 - Domaine Bertrand Bachelet,Alba Dolia 2023 - Mas Des Volques,Pouilly-Vinzelles - Climat Les Longeays 2023 - La Soufrandière,Tête de Belier Blanc 2023 - Château Puech Haut,images/02876.png
2875,Saint Aubin 1er Cru - Sur Gamay 2023 - Domaine Bertrand Bachelet,"Situé au cœur de la Côte des blancs, entre Chassagne-Montrachet et Puligny-Montrachet, Saint Aubin fait partie de ces grands noms Bourguignons. Le Domaine Bertrand Bachelet nous offre une cuvée intensément minérale et pleine de tension. Cest un cru dense en bouche qui associe parfaitement matière et tension. Idéal pour l'apéritif, ce flacon s'accordera très bien avec un poisson à texture ferme ou des crustacés.","Une texture crémeuse, une grande fraîcheur et une superbe finale pour ce Saint Aubin 1er Cru",97651-fine_default/saint-aubin-1er-cru-sur-gamay-2023-domaine-bertrand-bachelet.png,Bertrand Bachelet,0.75,13.5,France,Bourgogne,Saint-Aubin 1er Cru,2023,"['Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Champignon', 'Fromage']",Belle structure et un gras fin avec une minéralité vive en finale.,Blanc Sec léger et nerveux,Blanc,13-14°C,Vin,,44.0,Sol de Sol Chardonnay 2023 - Aquitania,Alba Dolia 2023 - Mas Des Volques,Pouilly-Vinzelles - Climat Les Longeays 2023 - La Soufrandière,Tête de Belier Blanc 2023 - Château Puech Haut,images/02877.png
2876,Love by Léoube - Blanc 2024,"Love by Léoube Blanc 2024 séduit dès le premier nez avec ses arômes gourmands de fruits frais, de pomme verte et dananas. En bouche, il offre une texture onctueuse qui se transforme en une attaque vive et mordante, avec des notes croquantes de fruits blancs et dagrumes. Ce vin blanc frais et élégant dévoile une acidité délicate qui lui confère une belle fraîcheur, parfaite pour accompagner vos moments estivaux.","Frais, croquant, le Love by Léoube Blanc 2024 est le vin parfait pour sublimer vos moments conviviaux, avec ses arômes fruités et sa vivacité.",98016-fine_default/love-by-leoube-blanc-2024.png,Château Leoube,0.75,13.0,France,Provence-Alpes-Côte d'Azur,Côtes de Provence,2024,"['Apéritif', 'Entrée', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Fromage', 'Dessert fruité']","Onctueuse et croquante, avec des arômes de fruits blancs et d’agrumes. Son attaque vive et son élégante acidité en font un vin particulièrement rafraîchissant.",Rosé de gastronomie,Blanc,10-12°C,Vin,['Certifié Eurofeuille'],16.5,Maruxa Godello 2024 - Virgen de Galir - CVNE,Saint-Péray 2024 - Les Vins de Vienne,Roussette de Savoie 2024 - Domaine Blard,Les Sorcières Blanc 2024 du Clos des Fées - Hervé Bizeul & Associés,images/02878.png
2877,Vacqueyras Tradition 2024 - Domaine le Colombier,"Encore une pépite que nous offre le Domaine le Colombier ! Loin des traditionnels Vacqueyras, celui-ci présente un vin structuré, aux arômes portés sur le fruit, ce qui le rend accessible à tous en toutes circonstances. Sur ce beau millésime 2024, le Domaine du Colombier nous fait une fois de plus craquer avec cette cuvée Tradition bio. De l'émotion assurée en dégustation, laissez-vous tenter par cette cuvée qui a assurément ce ""quelque chose de plus"" !","C'est fruité, structuré et équilibré : c'est le Vacqueyras Tradition signé le du domaine le Colombier !",101001-fine_default/vacqueyras-tradition-2024-domaine-le-colombier.png,Domaine le Colombier,0.75,14.5,France,Rhône,Vacqueyras,2024,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']",Bel équilibre structurel avec des tanins fins ainsi qu’une sensation de rondeur,Rouge Charnu et fruité,Rouge,16-18°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",14.9,Miral - Nero d'Avola 2024 - Cantine Fina,Côtes d'Auvergne - Terre & Lave 2023 - Desprat Saint-Verny,Menetou Salon Rouge - Première Cuvée 2024 - Domaine de L'Ermitage,Cent pour Cent - Syrah 2024 - Domaine de Peyra,images/02879.png
2878,Quincy 2023 - Henri Bourgeois,"Ce Quincy provient de vignes de sauvignon blanc plantées sur une ancienne terrasse géologique du Cher. Un terroir constitué de sables et de graves ; des sols dits légers qui se réchauffent rapidement. Après un élevage pendant 5-6 mois sur lies fines, le vin est mis en bouteille au printemps. Fruité et aromatique, ce Quincy développe des arômes de fleurs blanches et dagrumes, soutenus en bouche par une belle minéralité et une grande fraîcheur. Le fruit lemporte avec panache sur sa structure fine et élégante. Minéral et franc, ce Quincy est rond au palais avec un bel équilibre, un fruité et des arômes développés, sur une structure fine et élégante. Les qualités gustatives de ce vin seront avantageusement soulignées par des poissons de rivière fumés ou préparés en sauce.","Minéral et franc, ce Quincy est rond au palais avec un bel équilibre, sur une structure fine et élégante.",98251-fine_default/quincy-2023-henri-bourgeois.png,Henri Bourgeois,0.75,12.5,France,Loire,Quincy,2022,"['Poisson', 'Coquillage & Crustacé', 'Cuisine du monde', 'Fromage']","Frais, vif et rond au palais, il présente un bel équilibre et une structure élégante.",Blanc Sec souple et fruité,Blanc,8-10°C,Vin,,19.3,Amigne de Vétroz 2 Abeilles 2022 - Domaine Jean-René Germanier,Maison Castel - Condrieu 2022 - Chapitre III Au-Delà de la Brume - Séries Limitées,Puligny-Montrachet - Nosroyes 2022 - Domaine Genot Boulanger,Rully 1er Cru Blanc 2022 - Doudet-Naudin,images/02880.png
2879,Hermon Rouge 2023 - Gamla Golan Heights Winery,"Les crus du Domaine Golan Heights Winery figurent parmi les meilleurs vins d'Israël. L'exploitation viticole de Golan Heights Winery se trouve entre le mont Hermon et les côtes de la mer de Galilée. Les vignes profitent d'un climat adapté à leur bonne croissance sur un sol volcanique. Le nom Gamla fait référence à une ancienne ville israélienne, qui a résisté à l'invasion romaine pendant de nombreuses années. Au nez, on retrouve un arc darômes de fruits noirs, de confiture de cerises, d'eucalyptus, des notes fumées et une petite touche raffinée de réglisse. La bouche déborde de fruits noirs et rouges, ponctuée de fraîcheur, une belle complexité et une suavité juteuse, veloutée sans aucune présence boisée. Une découverte mais surtout une révélation dans ce pays viticole qui mérite toute notre attention !",Osez la beauté des flacons Israëliens de la prestigieuse région du plateau du Golan !,98221-fine_default/hermon-rouge-2023-gamla-golan-heights-winery.png,Golan Heights Winery,0.75,14.0,Plateau du Golan,,,2023,"['Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']",Bonne structure charpentée et texture veloutée. Bel équilibre.,Rouge Charnu et fruité,Rouge,16-18°C,Vin,,16.9,Reserva Carmenere 2023 - Casillero Del Diablo - Concha y Toro,Chinon Rouge - Le Puy 2023 - Domaine Jean-Maurice Raffault,Domaine Tremeaux - Mercurey 1er Cru Croichots 2023,La Réserve Rouge 2023 - Château de Brégançon - Cru Classé,images/02881.png
2880,Pernand Vergelesses Blanc 2019 - Maison Patriarche,"Niché au pied de la colline de Corton, le village de Pernand-Vergelesses donne naissance à des blancs dune fraîcheur et dun éclat remarquables. Ce 2019 signé Maison Patriarche en est une superbe illustration. Derrière sa finesse se cache un chardonnay ciselé, à la fois minéral et expressif, porté par une jolie tension et une élégante touche florale. Une cuvée à la fois vive et soyeuse, idéale pour accompagner des crustacés, un poisson fin ou tout simplement un apéritif raffiné. Cest une pépite à ne pas laisser passer !","Un blanc racé et lumineux, parfait équilibre entre fraîcheur et délicatesse !",99992-fine_default/pernand-vergelesses-blanc-2019-maison-patriarche.png,Maison Patriarche,0.75,14.0,France,Bourgogne,Pernand-Vergelesses,2019,"['Entrée', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Fromage']","Attaque vive, belle pureté, texture fine et légèrement saline. Un vin précis et rafraîchissant.",Blanc Sec ample et racé,Blanc,10-12°C,Vin,,24.9,Arbois Savagnin Authentique 2019 - Cellier des Tiercelines - Jérôme Arnoux,Sylvaner Bollenberg 2019 - Domaine Valentin Zusslin,Quincy 2023 - Henri Bourgeois,Love by Léoube - Blanc 2024,images/02882.png
2881,Chinon Rouge - Le Puy 2023 - Domaine Jean-Maurice Raffault,"La famille Raffault, figure emblématique du Chinonais, cultive la vigne depuis 1693. Leur tradition veut que les noms des parcelles soient donnés aux cuvées. La propriété a été agrandit de 4,5 hectares à 44 hectares et certifié Agriculture Biologique. Ici à Chinon, le Cabernet Franc est toujours récolté à plus haute maturité offrant une élégante structure aux vins. La cuvée ""Le Puy"" s'appréciera avec du lapin ou de l'agneau, et se mariera parfaitement aux viandes rouges et aux fromages.","Exprimé par de belles nuances florales et de fruits noirs, ce Chinon ne vous laissera pas indifférent !",98836-fine_default/chinon-rouge-le-puy-2023-domaine-jean-maurice-raffault.png,Domaine Jean-Maurice Raffault,0.75,13.0,France,Loire,Chinon,2023,"['Charcuterie', 'Viande rouge', 'Volaille', 'Gibier', 'Champignon', 'Cuisine du monde', 'Fromage', 'Dessert chocolaté']","Bouche structurée, ronde, fruitée et aromatique.",Rouge Charnu et fruité,Rouge,16-18°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",20.9,Domaine Tremeaux - Mercurey 1er Cru Croichots 2023,Reserva Carmenere 2023 - Casillero Del Diablo - Concha y Toro,Hermon Rouge 2023 - Gamla Golan Heights Winery,La Réserve Rouge 2023 - Château de Brégançon - Cru Classé,images/02883.png
2882,Reserva Carmenere 2023 - Casillero Del Diablo - Concha y Toro,"Depuis plus dun siècle, la légende de Casillero del Diablo a fait couler beaucoup dencre. Ce 100 Carménère, cépage bordelais qui sépanouit pleinement sur les terres chiliennes, offre de délicieux arômes de girolles noires et de groseilles mûres associés à des saveurs de chocolat aux nuances de café grillé. Son équilibre exemplaire, sa douceur et sa structure se marient volontiers avec des plats traditionnels ou des viandes grillées. Une belle initiation pour les vins du Chili.",Une expérience sensorielle intense qui promet de ravir les palais en quête de caractère et de profondeur.,98956-fine_default/reserva-carmenere-2023-casillero-del-diablo-concha-y-toro.png,Concha y Toro,0.75,13.5,Chili,Valle Central,Central Valley,2023,"['Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']","Fruits des bois, cassis, chocolat.",Rouge Charnu et fruité,Rouge,15-18°C,Vin,,10.5,Hermon Rouge 2023 - Gamla Golan Heights Winery,Chinon Rouge - Le Puy 2023 - Domaine Jean-Maurice Raffault,Domaine Tremeaux - Mercurey 1er Cru Croichots 2023,La Réserve Rouge 2023 - Château de Brégançon - Cru Classé,images/02884.png
2883,Domaine Tremeaux - Mercurey 1er Cru Croichots 2023,"Le Domaine Tremeaux nous offre une cuvée absolument ravissante. Elle est effectivement très structurée, possède des arômes gourmands de cassis et de mûres lui offrant ainsi une délicieuse pointe d'acidité ce qui lui procure une intense fraîcheur. Ce Mercurey 1er Cru Les Coichots présente une excellente longueur en bouche et également un beau potentiel de garde. Une cuvée idéale pour accompagner les repas dominicaux en famille !","Un Mercurey 1er Cru qui détonne aux saveurs fraîches et intenses, mêlant gourmandise et élégance. Superbe !",100675-fine_default/domaine-tremeaux-mercurey-1er-cru-croichots-2023.png,Domaine Tremeaux,0.75,13.0,France,Bourgogne,Mercurey 1er cru,2023,"['Apéritif', 'Entrée', 'Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']","Équilibre, structure, longueur et fraîcheur.",Rouge Léger et fruité,Rouge,14-16°C,Vin,,25.5,Chinon Rouge - Le Puy 2023 - Domaine Jean-Maurice Raffault,La Réserve Rouge 2023 - Château de Brégançon - Cru Classé,Reserva Carmenere 2023 - Casillero Del Diablo - Concha y Toro,Hermon Rouge 2023 - Gamla Golan Heights Winery,images/02885.png
2884,Cuvée Mathilde 2022 - Château des Ravatys,"Le millésime 2022 présente une grande complexité et une grande richesse. La robe est dun rouge rubis soutenu. Le nez est fruité, la bouche structurée révèle des tanins déjà très soyeux. Ce vin très agréable à consommer dès à présent, peut toutefois attendre quelques années pour atteindre son apogée.",Une cuvée spécialement créée en hommage à cette très grande dame à l'origine de ce fabuleux Domaine !,99020-fine_default/cuvee-mathilde-2022-chateau-des-ravatys.png,Château des Ravatys,0.75,14.5,France,Beaujolais,Côte de Brouilly,2022,"['Viande rouge', 'Viande blanche', 'Volaille', 'Champignon', 'Barbecue', 'Fromage']",,Rouge Léger et fruité,Rouge,14-16°C,Vin,,16.0,Les Fiefs de Lagrange 2022 - Second Vin du Château Lagrange,Gevrey-Chambertin 2022 -  Domaine Thierry Mortet,Clos Junet 2022,MIP Classic Rouge 2022 - Domaine des Diables,images/02886.png
2885,La Réserve Rouge 2023 - Château de Brégançon - Cru Classé,"Au cœur de la Provence, là où le soleil baigne les vignes dans une lumière dorée et chaude, le Château de Brégançon dévoile son trésor. Ce Cru Classé AOP Côtes de Provence est bien plus quun vin, cest une invitation à découvrir lâme de la région à travers chaque goutte.La cuvée La Réserve 2023, dans sa robe rubis éclatante, nous séduit dès le premier regard. À lolfaction, le nez parfumé nous plonge dans un tourbillon de fruits rouges : framboises juteuses, cassis acidulé et fraises sauvages viennent effleurer les sens avec une pureté incomparable. Mais ce nest que le début. En bouche, le vin prend toute sa dimension : lampleur et léquilibre se révèlent avec finesse, offrant une belle rondeur soutenue par une fraîcheur surprenante en finale. Ce rouge de la gamme traditionnelle La Réserve est une véritable gourmandise, empreinte de la générosité de la Provence. Il incarne à la fois l'élégance de son terroir et la douceur de ses saisons, pour un plaisir simple et naturel, à savourer toute l'année. À déguster lors de vos repas en famille, vos repas entre amis ou lors de moments intimes où chaque gorgée devient un hommage à cette terre provençale, riche de saveurs et de traditions.","Plongez dans l'authenticité de la Provence avec le Château de Brégançon La Réserve 2023, une cuvée rouge qui allie finesse, gourmandise et fraîcheur.",99246-fine_default/la-reserve-rouge-2023-chateau-de-bregancon-cru-classe.png,Château de Bregancon,0.75,15.0,France,Provence-Alpes-Côte d'Azur,Côtes de Provence,2023,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Barbecue', 'Cuisine du monde', 'Fromage', 'Dessert fruité']","Équilibré, souple, gourmand, fraîcheur, fruits routes et noirs, finesse",Rouge Léger et fruité,Rouge,16-18°C,Vin,['Certifié Eurofeuille'],21.9,Domaine Tremeaux - Mercurey 1er Cru Croichots 2023,Chinon Rouge - Le Puy 2023 - Domaine Jean-Maurice Raffault,Reserva Carmenere 2023 - Casillero Del Diablo - Concha y Toro,Hermon Rouge 2023 - Gamla Golan Heights Winery,images/02887.png
